#Day,Dutse,Abuja Municipal Area Council,Ekeremor,Zurmi,Oturkpo,Maiduguri,Egbeda,Mangu,Uyo,Kuje,Shani,Igabi,Katsina,Gummi,Mashegu,Wukari,Gada,Ifo,Aguata,Kukawa,Okene,Geidam,Bali,Rimin Gado,Nasarawa,Ogoja,Fufore,Akwanga,Owo,Bauchi,Kankara,Nguru,Nsukka,Giwa,Augie,Bassa,Ohafia,Gwoza,Shiroro,Magumeri,Kauru,Mariga,Gwagwalada,Sapele,Gboko,Talata Mafara,Onicha,Bonny,Gombe,Bwari,Birnin Kebbi,Toungo,Batsari,Maigatari,Sabon Birni,Damboa,Ikere,Ningi,Tudun Wada,Mushin,Awe,Gujba,Gusau,Kwande,Wase,Bama,Yenagoa,Jalingo,Mokwa,Igueben,Daura,Odeda,Oron,Tafawa-Balewa,Barkin Ladi,Mkpat Enin,Okitipupa,Kafur,Maiha,Zuru,Maru,Alkaleri,Michika,Gwadabawa,Umuahia South,Karu,Biu,Toro,Chikun,Takai,Ejigbo,Abadam,Gwaram,Iseyin,Tureta,Ikom,Gassol,Gubio,Ungogo,Ikwo,Ngala
31,1.112,0.0,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.78,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.9
32,1.112,0.0,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.78,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.9
33,1.112,0.0,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.78,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.64,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.9
34,1.112,0.0,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.78,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.63,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.89
35,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.77,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.9929999999999999,0.0,0.0,0.0,0.62,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.974,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.87
36,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.7600000000000002,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.0,0.0,0.8,1.079,0.0,0.0,0.0,1.983,0.0,0.0,0.0,0.61,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.9640000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.0,1.086,0.0,0.0,0.0,1.1,0.0,0.86
37,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.9060000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.75,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.963,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.9440000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.9,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.84
38,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.8960000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.73,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.9529999999999998,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.934,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.89,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.83
39,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.8760000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.7200000000000002,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.9329999999999998,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.914,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.87,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.81
40,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.866,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.71,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.923,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.9040000000000001,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.86,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.8
41,1.112,0.9,0.0,1.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.856,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.7000000000000002,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.903,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.8840000000000001,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.84,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.78
42,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.836,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.69,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.8,1.079,0.0,0.0,0.0,1.893,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.874,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.83,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.77
43,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.826,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.6800000000000002,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.79,1.079,0.0,0.0,0.0,1.873,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.854,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.81,1.075,0.1,1.086,0.0,0.0,0.0,1.1,0.0,0.75
44,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.026,1.091,1.816,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.67,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.77,1.079,0.0,0.0,0.0,1.863,0.0,0.0,0.0,0.52,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.844,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.8,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.74
45,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,2.026,1.091,1.806,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.65,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3239999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.76,1.079,0.0,0.0,0.7,1.843,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.824,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.78,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.72
46,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,2.026,1.091,1.7860000000000003,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.6400000000000001,0.0,0.0,0.0,0.9,0.0,1.073,0.0,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.314,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.75,1.079,0.0,0.0,0.7,1.833,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.814,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.77,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.71
47,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,2.026,1.091,1.776,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.7,2.017,0.0,0.0,1.081,1.6300000000000001,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.314,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.73,1.079,0.0,0.0,0.7,1.813,0.0,0.0,0.0,0.48,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.794,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.75,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.69
48,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,2.016,1.091,1.7660000000000002,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.69,2.017,0.0,0.0,1.081,1.62,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.314,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.72,1.079,0.0,0.0,0.7,1.803,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.784,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.74,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.68
49,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1.996,1.091,1.7460000000000002,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.68,2.017,0.0,0.0,1.081,1.61,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3039999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.71,1.079,0.0,0.0,0.7,1.783,0.0,0.0,0.0,0.46,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.764,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.72,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.66
50,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,1.9859999999999998,1.091,1.736,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.67,2.017,0.0,0.0,1.081,1.6,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.6,0.9,1.091,0.0,0.0,0.0,0.0,1.3039999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.7,1.079,0.0,0.0,0.7,1.7730000000000001,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.7540000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.71,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.65
51,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.9659999999999997,1.091,1.7260000000000002,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.65,2.017,0.0,0.0,1.081,1.58,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.59,0.9,1.091,0.0,0.0,0.0,0.0,1.3039999999999998,0.0,1.9969999999999999,1.085,1.9160000000000001,0.9,0.0,0.68,1.079,0.0,0.0,0.7,1.7530000000000001,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.7340000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.69,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.63
52,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1.956,1.091,1.7060000000000002,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.64,2.017,0.0,0.0,1.081,1.57,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.58,0.89,1.091,0.0,0.0,0.0,0.0,1.294,0.0,1.9969999999999999,1.085,1.9060000000000001,0.9,0.0,0.67,1.079,0.0,0.0,0.7,1.7429999999999999,0.0,0.0,0.0,0.42,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.724,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.68,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.62
53,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.936,1.091,1.696,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.63,2.017,0.0,0.0,1.081,1.56,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.57,0.87,1.091,0.0,0.0,0.0,0.0,1.294,0.0,1.987,1.085,1.8860000000000001,0.9,0.0,0.66,1.079,0.0,0.0,0.7,1.7229999999999999,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.704,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.66,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.6
54,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.9260000000000002,1.091,1.6860000000000002,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.62,2.017,0.0,0.0,1.081,1.55,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.56,0.86,1.091,0.0,0.0,0.0,0.0,1.294,0.0,1.967,1.085,1.8760000000000001,0.9,0.0,0.64,1.079,0.0,0.0,0.7,1.713,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1900000000000002,1.082,0.0,0.0,1.6940000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.65,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.59
55,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1.9060000000000001,1.091,1.6660000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.61,2.017,0.0,0.0,1.081,1.54,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.0,0.55,0.84,1.091,0.0,0.0,0.0,0.0,1.2839999999999998,0.0,1.9569999999999999,1.085,1.866,0.9,0.0,0.63,1.079,0.0,0.0,0.7,1.693,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1800000000000002,1.082,0.0,0.0,1.6740000000000002,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.63,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.58
56,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.896,1.091,1.6560000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.6,2.017,0.0,0.0,1.081,1.53,0.0,0.0,0.0,0.9,0.0,1.073,0.9,0.3,0.54,0.83,1.091,0.0,0.0,0.0,0.0,1.2839999999999998,0.0,1.9369999999999998,1.085,1.846,0.9,0.0,0.62,1.079,0.0,0.2,0.7,1.6829999999999998,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1800000000000002,1.082,0.0,0.0,1.664,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.62,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.56
57,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,1.876,1.091,1.6460000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.59,2.007,0.0,0.0,1.081,1.52,0.0,0.0,0.0,0.89,0.0,1.073,0.9,0.3,0.53,0.81,1.091,0.0,0.0,0.0,0.0,1.2839999999999998,0.0,1.927,1.085,1.836,0.9,0.0,0.6,1.079,0.0,0.2,0.7,1.673,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1800000000000002,1.082,0.0,0.0,1.6540000000000001,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.6,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.55
58,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,1.866,1.091,1.6260000000000001,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.57,1.987,0.0,0.0,1.081,1.5,0.0,0.0,0.0,0.87,0.0,1.073,0.9,0.3,0.52,0.8,1.091,0.0,0.0,0.0,0.0,1.274,0.0,1.907,1.085,1.826,0.9,0.0,0.59,1.079,0.0,0.2,0.7,1.653,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1800000000000002,1.082,0.0,0.0,1.6340000000000001,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.59,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.53
59,1.112,0.9,0.0,2.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,1.846,1.091,1.616,0.0,0.0,1.114,0.0,0.0,0.0,0.0,0.2,0.0,1.129,1.086,0.0,0.0,0.0,0.0,0.56,1.9769999999999999,0.0,0.0,1.081,1.49,0.0,0.0,0.0,0.86,0.0,1.073,0.9,0.3,0.51,0.78,1.091,0.0,0.0,0.0,0.0,1.274,0.0,1.897,1.085,1.816,0.9,0.0,0.58,1.079,0.0,0.2,0.7,1.643,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.088,0.0,0.1,0.0,0.0,0.0,0.0,1.109,0.0,1.1800000000000002,1.082,0.0,0.0,1.624,0.0,0.0,0.0,0.0,1.111,1.077,0.0,0.58,1.075,0.1,1.086,0.0,0.0,0.3,1.1,0.0,0.52
60,0.171,0.9,0.0,1.12,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.913,0.22,0.6799999999999999,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.19,0.0,0.226,0.207,0.0,0.0,0.0,0.0,0.55,1.055,0.0,0.0,0.212,0.587,0.0,0.0,0.0,0.84,0.0,0.191,0.9,0.3,0.5,0.77,0.23,0.0,0.0,0.0,0.0,0.32999999999999996,0.0,0.978,0.229,0.907,0.9,0.0,0.56,0.216,0.0,0.2,0.7,0.737,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.219,0.0,0.1,0.0,0.0,0.0,0.0,0.186,0.0,0.272,0.223,0.0,0.0,0.735,0.0,0.0,0.0,0.0,0.185,0.222,0.0,0.56,0.182,0.1,0.219,0.0,0.0,0.3,0.221,0.0,0.5
61,0.171,0.9,0.0,1.12,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.893,0.22,0.6699999999999999,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.19,0.0,0.226,0.207,0.0,0.0,0.0,0.0,0.54,1.045,0.0,0.0,0.212,0.577,0.0,0.0,0.0,0.83,0.0,0.191,0.9,0.3,0.49,0.75,0.23,0.0,0.0,0.0,0.0,0.32,0.0,0.968,0.229,0.897,0.9,0.0,0.55,0.216,0.0,0.2,0.7,0.727,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.219,0.0,0.1,0.0,0.0,0.0,0.0,0.186,0.0,0.262,0.223,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.185,0.222,0.0,0.55,0.182,0.1,0.219,0.0,0.0,0.3,0.221,0.0,0.49
