#name,region,country,latitude,longitude,location_type,conflict_date,population,fatalities,initial_idps,first_event_date,conflict_score,original_camps
Kwali,Enugu,Nigeria,8.7173886,6.9554864,conflict_zone,4,188000,0,18,04/02/2023,0.18,
Akko,Gombe,Nigeria,10.1003094,11.0028596,town,0,565000,0,6700,,0.22,
Balanga,Gombe,Nigeria,9.945255,11.600761,town,0,354100,0,3137,,0.13,
Billiri,Gombe,Nigeria,9.8350997,11.1418759,conflict_zone,3,339400,4,232,05/09/2022,0.33,
Dukku,Gombe,Nigeria,10.7799177,10.8210523,town,0,347700,0,298,,0.13,
Funakaye,Gombe,Nigeria,10.8541991,11.4446812,town,0,398000,0,1132,,0.15,
Gombe,Gombe,Nigeria,10.4304018,11.2065408,conflict_zone,6,446800,0,4084,04/10/2022,0.44,
Kaltungo,Gombe,Nigeria,9.8269458,11.4361064,town,0,268600,0,2513,,0.1,
Kwami,Gombe,Nigeria,10.4918757,11.2274196,town,0,324800,0,465,,0.12,
Nafada,Gombe,Nigeria,11.0505637,11.2551261,town,0,234700,0,231,,0.08,
Shomgom,Gombe,Nigeria,9.67366,11.2566,town,0,252800,0,106,,0.09,
Yamaltu/Deba,Gombe,Nigeria,10.3071708,11.3732153,town,0,428200,0,1063,,0.16,
Abo-Mbaise,Imo,Nigeria,10,8,town,0,270700,0,10,,0.1,
Ahiazu-Mbaise,Imo,Nigeria,5.5631995,7.2636268,town,0,237400,0,8,,0.08,
Ehime-Mbano,Imo,Nigeria,5.6882541,7.3001814,town,0,181500,0,6,,0.06,
Ezinihitte,Imo,Nigeria,5.4732246,7.3224601,town,0,234600,0,8,,0.08,
Ideato North,Imo,Nigeria,5.8611507,7.1358232,town,0,217100,0,8,,0.08,
Ideato South,Imo,Nigeria,5.8053246,7.1389231,town,0,221900,0,8,,0.08,
Ihitte/Uboma,Imo,Nigeria,5.6492083,7.3814958,town,0,166000,0,6,,0.06,
Ikeduru,Imo,Nigeria,5.5596812,7.1489271,town,0,208100,0,7,,0.07,
Isiala-Mbano,Imo,Nigeria,5.6846895,7.1963538,town,0,275100,0,10,,0.1,
Isu,Imo,Nigeria,5.6868983,7.0561313,conflict_zone,5,228400,5,22,24/08/2022,0.22,
Mbaitoli,Imo,Nigeria,5.5935473,7.0191523,town,0,330100,0,12,,0.12,
Ngor-Okpala,Imo,Nigeria,5.3274231,7.1575034,town,0,219400,0,8,,0.08,
Njaba,Imo,Nigeria,5.7054951,7.0021319,town,0,199400,0,7,,0.07,
Nkwerre,Imo,Nigeria,5.7442951,7.0994267,town,0,111600,0,3,,0.03,
Nwangele,Imo,Nigeria,5.7111706,7.1195741,town,0,177500,0,6,,0.06,
Obowo,Imo,Nigeria,5.5585649,7.3605637,town,0,163200,0,5,,0.05,
Oguta,Imo,Nigeria,5.710435,6.809365,conflict_zone,4,197900,4,19,18/01/2023,0.19,
Ohaji/Egbema,Imo,Nigeria,5.4234836,6.8388261,town,0,254200,0,9,,0.09,
Okigwe,Imo,Nigeria,5.8227091,7.3198299,conflict_zone,4,184500,8,18,09/10/2022,0.18,
Orlu,Imo,Nigeria,5.8179105,7.0409322,conflict_zone,9,198500,4,19,14/08/2022,0.19,
Orsu,Imo,Nigeria,5.8494268,6.9828062,town,0,167100,0,6,,0.06,
Oru East,Imo,Nigeria,5.7274848,6.9478755,town,0,155300,0,5,,0.05,
Oru West,Imo,Nigeria,5.7544954,6.9107675,town,0,160800,0,5,,0.05,
Owerri Municipal,Imo,Nigeria,5.4799006,7.0219827,town,0,174200,0,6,,0.06,
Owerri North,Imo,Nigeria,5.4323857,7.1074755,town,0,245100,0,9,,0.09,
Owerri West,Imo,Nigeria,5.4068274,6.9851183,town,0,141400,0,4,,0.04,
Unuimo,Imo,Nigeria,5.7964887,7.2302642,town,0,138100,0,4,,0.04,
Auyo,Jigawa,Nigeria,12.3333296,9.9128345,town,0,227400,0,8,,0.08,
Babura,Jigawa,Nigeria,12.6050122,8.8275802,town,0,366200,0,14,,0.14,
Biriniwa,Jigawa,Nigeria,12.8364638,10.0835719,town,0,244200,0,9,,0.09,
Birnin Kudu,Jigawa,Nigeria,11.4514358,9.477428,town,0,540100,0,21,,0.21,
Buji,Jigawa,Nigeria,11.5483373,9.7315015,town,0,167300,0,6,,0.06,
Dutse,Jigawa,Nigeria,11.6909859,9.3390747,conflict_zone,7,431800,0,43,04/10/2022,0.43,
Gagarawa,Jigawa,Nigeria,12.4856311,9.5202629,town,0,141300,0,4,,0.04,
Garki,Jigawa,Nigeria,12.4303749,9.1130416,conflict_zone,1,258400,0,25,15/09/2022,0.25,
Gumel,Jigawa,Nigeria,12.6232524,9.4044169,town,0,182900,0,6,,0.06,
Guri,Jigawa,Nigeria,12.7284315,10.4197948,conflict_zone,2,194900,1,19,05/10/2022,0.19,
Gwaram,Jigawa,Nigeria,11.2198673,10.0506649,conflict_zone,1,466600,3,46,03/07/2023,0.46,
Gwiwa,Jigawa,Nigeria,12.7376333,8.292064,town,0,221400,0,8,,0.08,
Hadejia,Jigawa,Nigeria,12.4526098,10.0418934,town,0,179300,0,6,,0.06,
Jahun,Jigawa,Nigeria,12.0753808,9.6257925,town,0,395300,0,15,,0.15,
Kafin Hausa,Jigawa,Nigeria,12.1643718,9.9873569,town,0,459600,0,18,,0.18,
Kaugama,Jigawa,Nigeria,12.5509256,9.7591978,town,0,221800,0,8,,0.08,
Kazaure,Jigawa,Nigeria,12.6649357,8.4352429,town,0,277100,0,10,,0.1,
Kiri Kasama,Jigawa,Nigeria,12.5980744,10.2514157,town,0,331200,0,12,,0.12,
Kiyawa,Jigawa,Nigeria,11.7964786,9.5194975,conflict_zone,1,297400,0,29,21/11/2022,0.29,
Maigatari,Jigawa,Nigeria,12.6935744,9.6103451,conflict_zone,1,304500,1,30,10/02/2023,0.3,
Malam Madori,Jigawa,Nigeria,12.5297795,9.8959769,town,0,283400,0,10,,0.1,
Miga,Jigawa,Nigeria,12.235652,9.6980272,town,0,219900,0,8,,0.08,
Ringim,Jigawa,Nigeria,12.1658289,9.1100548,town,0,330900,0,12,,0.12,
Roni,Jigawa,Nigeria,12.563882,8.3709345,town,0,133100,0,4,,0.04,
Sule Tankarkar,Jigawa,Nigeria,12.6512968,9.2475428,conflict_zone,1,231800,2,22,08/11/2022,0.22,
Taura,Jigawa,Nigeria,12.2724893,9.3624188,town,0,226700,0,8,,0.08,
Yankwashi,Jigawa,Nigeria,12.7396442,8.5605791,town,0,164500,0,5,,0.05,
Birnin-Gwari,Kaduna,Nigeria,10.8837699,6.585878,town,0,382000,0,2017,,0.14,
Chikun,Kaduna,Nigeria,10.4202275,7.3135795,conflict_zone,16,550000,38,4288,08/08/2022,0.55,
Giwa,Kaduna,Nigeria,11.0464629,7.2339435,conflict_zone,13,432000,68,548,08/08/2022,0.43,
Igabi,Kaduna,Nigeria,10.7490822,7.5289498,conflict_zone,10,636400,13,1236,30/08/2022,0.64,
Ikara,Kaduna,Nigeria,11.3111222,8.1640685,conflict_zone,1,287700,0,159,04/09/2022,0.28,
Jaba,Kaduna,Nigeria,9.4747461,8.0124917,town,0,230400,0,8,,0.08,
Jema'A,Kaduna,Nigeria,9.4136358,8.2529284,town,0,411000,0,923,,0.16,
Kachia,Kaduna,Nigeria,9.8570726,7.6885857,conflict_zone,6,373100,6,2243,19/10/2022,0.37,
Kaduna North,Kaduna,Nigeria,10.5561853,7.4527471,town,0,538600,0,2819,,0.21,
Kaduna South,Kaduna,Nigeria,10.4984812,7.4022142,town,0,595000,0,580,,0.23,
Kagarko,Kaduna,Nigeria,9.4903756,7.5743264,conflict_zone,13,353200,9,6797,18/12/2022,0.35,
Kajuru,Kaduna,Nigeria,10.2550514,7.7714939,conflict_zone,6,162200,5,1607,08/08/2022,0.15,
Kaura,Kaduna,Nigeria,9.6424163,8.4516188,conflict_zone,1,258000,1,427,28/11/2022,0.25,
Kauru,Kaduna,Nigeria,10.3557988,8.1828454,conflict_zone,1,326900,0,2298,11/06/2023,0.32,
Kubau,Kaduna,Nigeria,10.8121331,8.3609171,town,0,414700,0,826,,0.16,
Kudan,Kaduna,Nigeria,11.2638864,7.7175626,town,0,205300,0,176,,0.07,
Lere,Kaduna,Nigeria,10.3617511,8.5723993,town,0,501900,0,3909,,0.19,
Makarfi,Kaduna,Nigeria,11.3292772,7.9453962,conflict_zone,1,216600,0,21,11/01/2023,0.21,
Sabon-Gari,Kaduna,Nigeria,11.1665681,7.7068114,town,0,430500,0,219,,0.16,
Sanga,Kaduna,Nigeria,9.2458822,8.4593907,town,0,223800,0,222,,0.08,
Soba,Kaduna,Nigeria,10.9579962,8.0299052,town,0,430200,0,236,,0.16,
Zangon-Kataf,Kaduna,Nigeria,9.8968169,8.2582128,town,0,471300,0,18,,0.18,
Zaria,Kaduna,Nigeria,11.0248119,7.6518533,conflict_zone,7,601300,13,160,08/08/2022,0.6,
Ajingi,Kano,Nigeria,11.958974,9.0338731,town,0,283900,0,479,,0.1,
Albasu,Kano,Nigeria,11.6460292,9.0403142,town,0,308600,0,2054,,0.11,
Bagwai,Kano,Nigeria,12.1017637,8.1198444,town,0,265700,0,62,,0.1,
Bebeji,Kano,Nigeria,11.5370886,8.3106486,conflict_zone,2,315600,0,162,02/10/2022,0.31,
Bichi,Kano,Nigeria,12.2334,8.24026,town,0,457700,0,135,,0.17,
Bunkure,Kano,Nigeria,11.6690434,8.5487486,town,0,286900,0,23,,0.1,
Dala,Kano,Nigeria,12.0296959,8.4909615,town,0,688700,0,163,,0.27,
Dambatta,Kano,Nigeria,12.428521,8.5965507,town,0,346200,0,190,,0.13,
Dawakin Kudu,Kano,Nigeria,11.7974796,8.7065887,town,0,370900,0,202,,0.14,
Dawakin Tofa,Kano,Nigeria,12.142136,8.3611161,town,0,404900,0,36,,0.15,
Doguwa,Kano,Nigeria,10.8799648,8.6761589,town,0,247800,0,137,,0.09,
Fagge,Kano,Nigeria,12.032223,8.5174197,conflict_zone,1,329100,0,285,15/04/2023,0.32,
Gabasawa,Kano,Nigeria,12.1348836,8.8570347,town,0,347400,0,242,,0.13,
Garko,Kano,Nigeria,11.5649275,8.8369338,conflict_zone,1,266400,0,252,15/04/2023,0.26,
Garum Mallam,Kano,Nigeria,11.6585436,8.4011183,town,0,195100,0,7,,0.07,
Gaya,Kano,Nigeria,11.8189571,9.0267113,town,0,341100,0,388,,0.13,
Gezawa,Kano,Nigeria,12.0643182,8.7188397,town,0,464300,0,844,,0.18,
Gwale,Kano,Nigeria,11.9747465,8.4746362,conflict_zone,1,588500,0,132,25/02/2023,0.59,
Gwarzo,Kano,Nigeria,11.9009397,7.9836793,town,0,302000,0,250,,0.11,
Kabo,Kano,Nigeria,11.8914633,8.2006285,town,0,251900,0,95,,0.09,
Kano Municipal,Kano,Nigeria,11.9835421,8.5269365,town,0,610600,0,673,,0.24,
Karaye,Kano,Nigeria,11.7608489,7.9788017,town,0,236900,0,8,,0.08,
Kibiya,Kano,Nigeria,11.492688,8.6969015,town,0,228000,0,18,,0.08,
Kiru,Kano,Nigeria,11.5568483,8.0989509,town,0,439400,0,321,,0.17,
Kumbotso,Kano,Nigeria,11.9174554,8.5198363,town,0,484200,0,572,,0.19,
Kunchi,Kano,Nigeria,12.4684379,8.2590837,town,0,181200,0,44,,0.06,
Kura,Kano,Nigeria,11.7791433,8.4743857,town,0,235300,0,8,,0.08,
Madobi,Kano,Nigeria,11.8179194,8.3432693,town,0,226400,0,27,,0.08,
Makoda,Kano,Nigeria,12.4269267,8.4312888,town,0,362000,0,41,,0.14,
Minjibir,Kano,Nigeria,12.1936317,8.6142193,conflict_zone,1,361200,1,83,07/11/2022,0.36,
Nasarawa,Kano,Nigeria,8.4387868,8.2382849,conflict_zone,1,980900,6,751,02/12/2022,0.99,
Rano,Kano,Nigeria,11.4850801,8.5136042,town,0,243900,0,9,,0.09,
Rimin Gado,Kano,Nigeria,11.9243341,8.3318596,conflict_zone,1,170000,0,245,18/03/2023,0.16,
Rogo,Kano,Nigeria,11.5090482,7.8533616,town,0,374300,0,147,,0.14,
Shanono,Kano,Nigeria,12.097207,7.9264412,town,0,228800,0,216,,0.08,
Sumaila,Kano,Nigeria,11.2581601,8.8702242,town,0,411800,0,108,,0.16,
Takai,Kano,Nigeria,11.4853125,9.1560448,conflict_zone,1,333300,1,253,25/02/2023,0.33,
Tarauni,Kano,Nigeria,11.9614371,8.565161,conflict_zone,1,364900,0,1330,18/03/2023,0.36,
Tofa,Kano,Nigeria,12.0245844,8.341578,conflict_zone,1,162200,0,15,07/12/2022,0.15,
Tsanyawa,Kano,Nigeria,12.2847503,7.9963794,conflict_zone,1,259400,0,94,02/04/2023,0.25,
Tudun Wada,Kano,Nigeria,11.315692,8.5239039,conflict_zone,1,376100,0,35,24/02/2023,0.37,
Ungogo,Kano,Nigeria,12.0916,8.49534,conflict_zone,2,601500,2,314,20/03/2023,0.6,
Warawa,Kano,Nigeria,11.9046271,8.7934017,town,0,216900,0,8,,0.08,
Wudil,Kano,Nigeria,11.76688,8.8390149,town,0,310300,0,866,,0.11,
Bakori,Katsina,Nigeria,11.6774063,7.4077956,conflict_zone,3,267200,2,1232,27/08/2022,0.26,
Batagarawa,Katsina,Nigeria,12.8677769,7.5314298,conflict_zone,2,337900,2,4686,03/08/2022,0.33,
Batsari,Katsina,Nigeria,12.845422,7.2679827,conflict_zone,25,371500,45,10397,04/09/2022,0.37,
Baure,Katsina,Nigeria,12.7897719,8.7816395,town,0,362700,0,1262,,0.14,
Bindawa,Katsina,Nigeria,12.7082443,7.8815931,conflict_zone,2,269900,2,592,29/05/2023,0.26,
Charanchi,Katsina,Nigeria,12.5582006,7.6759502,town,0,244800,0,1435,,0.09,
Dandume,Katsina,Nigeria,11.4169922,7.2224595,conflict_zone,5,259700,3,6105,18/09/2022,0.25,
Danja,Katsina,Nigeria,11.4083136,7.4790533,conflict_zone,2,224300,2,1049,21/08/2022,0.22,
Dan Musa,Katsina,Nigeria,12.2587684,7.2858517,conflict_zone,9,202300,21,4496,13/08/2022,0.19,
Daura,Katsina,Nigeria,13.035917,8.319388,conflict_zone,1,401900,0,452,19/11/2022,0.4,
Dutsin-Ma,Katsina,Nigeria,12.4067522,7.527285,town,0,303500,0,1955,,0.11,
Faskari,Katsina,Nigeria,11.7138498,7.0993315,conflict_zone,7,347400,8,7585,09/09/2022,0.34,
Funtua,Katsina,Nigeria,11.5232142,7.307497,conflict_zone,7,402400,9,10352,07/08/2022,0.4,
Ingawa,Katsina,Nigeria,12.6149151,8.1109489,conflict_zone,1,302300,0,53,29/10/2022,0.3,
Jibia,Katsina,Nigeria,12.9826952,7.467752,conflict_zone,20,299200,38,7812,24/08/2022,0.29,
Kafur,Katsina,Nigeria,11.632705,7.6975486,conflict_zone,1,374200,1,2072,20/10/2022,0.37,
Kaita,Katsina,Nigeria,13.1799187,7.7922704,town,0,326000,0,1221,,0.12,
Kankara,Katsina,Nigeria,11.9720225,7.3609374,conflict_zone,8,434700,40,10312,08/09/2022,0.43,
Kankia,Katsina,Nigeria,12.4289363,7.7953999,conflict_zone,4,270600,3,874,08/08/2022,0.26,
Katsina,Katsina,Nigeria,12.5630825,7.6207063,conflict_zone,17,568600,11,8788,03/08/2022,0.57,
Kurfi,Katsina,Nigeria,12.6891921,7.4606759,conflict_zone,3,208600,7,1153,19/08/2022,0.2,
Kusada,Katsina,Nigeria,12.4618432,7.9485737,town,0,175800,0,515,,0.06,
Mai'Adua,Katsina,Nigeria,13.161061,8.2129682,town,0,360700,0,2834,,0.13,
Malumfashi,Katsina,Nigeria,11.8663485,7.8091868,conflict_zone,2,326900,3,1617,15/10/2022,0.32,
Mani,Katsina,Nigeria,12.9074412,7.9331795,town,0,315100,0,1379,,0.12,
Mashi,Katsina,Nigeria,13.1318643,8.0128383,town,0,305700,0,808,,0.11,
Matazu,Katsina,Nigeria,12.2380556,7.6587901,conflict_zone,1,203400,3,1343,28/10/2022,0.2,
Musawa,Katsina,Nigeria,12.1112494,7.7097378,town,0,303800,0,1259,,0.11,
Rimi,Katsina,Nigeria,12.8919094,7.7145423,town,0,275400,0,1693,,0.1,
Sabuwa,Katsina,Nigeria,11.3401382,7.0754897,conflict_zone,2,251400,1,1923,14/09/2022,0.24,
Safana,Katsina,Nigeria,12.5182313,7.2324827,conflict_zone,18,331000,13,2326,06/08/2022,0.33,
Sandamu,Katsina,Nigeria,12.9326254,8.4056984,conflict_zone,1,244700,0,869,25/02/2023,0.24,
Zango,Katsina,Nigeria,12.95365,8.5446236,town,0,278900,0,859,,0.1,
Aleiro,Kebbi,Nigeria,12.3203117,4.4531952,town,0,114600,0,3,,0.03,
Arewa-Dandi,Kebbi,Nigeria,12.7215033,4.0747579,town,0,324200,0,12,,0.12,
Argungu,Kebbi,Nigeria,12.6967675,4.4473728,town,0,342100,0,13,,0.13,
Augie,Kebbi,Nigeria,12.9010929,4.6290649,conflict_zone,2,198800,7,19,17/08/2022,0.19,
Bagudo,Kebbi,Nigeria,11.4040393,4.2277586,town,0,406700,0,15,,0.15,
Birnin Kebbi,Kebbi,Nigeria,12.4573462,4.2006114,conflict_zone,6,458900,2,46,27/08/2022,0.46,
Bunza,Kebbi,Nigeria,12.2010774,3.9337264,town,0,211100,0,7,,0.07,
Dandi,Kebbi,Nigeria,11.9019676,3.7945764,town,0,249800,0,9,,0.09,
Fakai,Kebbi,Nigeria,11.5267507,4.8830122,town,0,204600,0,7,,0.07,
Gwandu,Kebbi,Nigeria,12.4893811,4.6277949,conflict_zone,1,258100,0,25,07/02/2023,0.25,
Jega,Kebbi,Nigeria,12.1012026,4.4659199,conflict_zone,1,337900,4,33,01/09/2022,0.33,
Kalgo,Kebbi,Nigeria,12.3898375,4.0431789,town,0,145100,0,5,,0.05,
Koko/Besse,Kebbi,Nigeria,11.4355339,4.4793871,town,0,264500,0,10,,0.1,
Maiyama,Kebbi,Nigeria,12.0068975,4.2962992,town,0,296900,0,11,,0.11,
Ngaski,Kebbi,Nigeria,10.5767008,4.7208828,town,0,215400,0,8,,0.08,
Sakaba,Kebbi,Nigeria,11.1775635,5.5420716,conflict_zone,1,156700,0,15,04/03/2023,0.15,
Shanga,Kebbi,Nigeria,11.1964232,4.6058888,town,0,217200,0,8,,0.08,
Suru,Kebbi,Nigeria,11.7923494,4.1460127,town,0,253700,0,9,,0.09,
Wasagu/Danko,Kebbi,Nigeria,11.3811741,5.7464525,town,0,453200,0,17,,0.17,
Yauri,Kebbi,Nigeria,10.7769051,4.734335,town,0,171800,0,6,,0.06,
Zuru,Kebbi,Nigeria,11.436776,5.2311774,conflict_zone,1,282500,1,28,03/09/2022,0.28,
Adavi,Kogi,Nigeria,7.6844146,6.4667075,town,0,292800,0,11,,0.11,
Ajaokuta,Kogi,Nigeria,7.5639973,6.6291171,conflict_zone,4,165000,6,16,03/08/2022,0.16,
Ankpa,Kogi,Nigeria,7.4693181,7.6191528,conflict_zone,2,358800,1,35,11/10/2022,0.35,
Bassa,Kogi,Nigeria,10.0561748,8.817865,conflict_zone,1,188300,0,966,20/08/2022,0.18,
Dekina,Kogi,Nigeria,7.5953905,7.1434419,conflict_zone,4,351700,1,35,21/12/2022,0.35,
Ibaji,Kogi,Nigeria,6.7915719,6.7599354,town,0,171900,0,6,,0.06,
Idah,Kogi,Nigeria,7.1099854,6.7340488,conflict_zone,2,107500,4,10,16/08/2022,0.1,
Igalamela-Odolu,Kogi,Nigeria,7.0354145,7.0591062,town,0,198200,0,7,,0.07,
Ijumu,Kogi,Nigeria,7.842371,5.8957474,town,0,159800,0,5,,0.05,
Kabba/Bunu,Kogi,Nigeria,8.0700981,6.1414186,town,0,194900,0,7,,0.07,
Kogi,Kogi,Nigeria,7.7949602,6.6868669,town,0,155100,0,5,,0.05,
Lokoja,Kogi,Nigeria,7.802355,6.7430327,conflict_zone,11,265000,2,26,31/08/2022,0.26,
Mopa-Muro,Kogi,Nigeria,8.1404458,5.888926,town,0,59000,0,1,,0.01,
Ofu,Kogi,Nigeria,7.3294933,7.068971,conflict_zone,3,258100,2,25,09/12/2022,0.25,
Ogori/Magongo,Kogi,Nigeria,7.4786735,6.1558739,town,0,53700,0,1,,0.01,
Okehi,Kogi,Nigeria,7.7331345,6.3561003,conflict_zone,1,301300,0,30,20/02/2023,0.3,
Okene,Kogi,Nigeria,7.4610396,6.398817,conflict_zone,4,438900,5,44,05/08/2022,0.44,
Olamaboro,Kogi,Nigeria,7.1697767,7.5133535,town,0,213600,0,7,,0.07,
Omala,Kogi,Nigeria,7.777828,7.5658863,town,0,145500,0,5,,0.05,
Yagba East,Kogi,Nigeria,8.1347528,5.7048151,town,0,199000,0,7,,0.07,
Yagba West,Kogi,Nigeria,8.2763953,5.5564206,town,0,188600,0,6,,0.06,
Asa,Kwara,Nigeria,8.413265,4.4423815,town,0,187200,0,6,,0.06,
Baruten,Kwara,Nigeria,9.384549,3.4806575,town,0,310300,0,11,,0.11,
Edu,Kwara,Nigeria,8.8453918,5.2120792,town,0,302700,0,11,,0.11,
Ekiti,Kwara,Nigeria,7.736891,5.2738326,town,0,81700,0,2,,0.02,
Ifelodun,Kwara,Nigeria,7.9045165,4.6370338,town,0,307700,0,11,,0.11,
Ilorin East,Kwara,Nigeria,8.5932799,4.7853981,town,0,311500,0,11,,0.11,
Ilorin South,Kwara,Nigeria,8.4404502,4.6894414,town,0,314100,0,12,,0.12,
Ilorin West,Kwara,Nigeria,8.4864338,4.5138928,town,0,548300,0,21,,0.21,
Irepodun,Kwara,Nigeria,8.1935788,4.8549459,town,0,221600,0,8,,0.08,
Isin,Kwara,Nigeria,8.2579064,5.0388491,town,0,89300,0,2,,0.02,
Kaiama,Kwara,Nigeria,9.5360179,4.1148138,town,0,186200,0,6,,0.06,
Moro,Kwara,Nigeria,8.8535638,4.5154722,town,0,163200,0,5,,0.05,
Offa,Kwara,Nigeria,8.1560008,4.7227435,town,0,133600,0,4,,0.04,
Oke-Ero,Kwara,Nigeria,8.1803193,5.2964357,town,0,85500,0,2,,0.02,
Oyun,Kwara,Nigeria,8.1998492,4.6316354,town,0,141800,0,5,,0.05,
Pategi,Kwara,Nigeria,8.6704602,5.8172728,town,0,166400,0,6,,0.06,
Agege,Lagos,Nigeria,6.6252516,3.3112096,conflict_zone,8,683600,1,69,21/09/2022,0.69,
Ajeromi-Ifelodun,Lagos,Nigeria,6.4551345,3.3359655,town,0,1017500,0,40,,0.4,
Alimosho,Lagos,Nigeria,6.5843882,3.2575876,town,0,1953500,0,79,,0.79,
Amuwo-Odofin,Lagos,Nigeria,6.4470565,3.2663155,town,0,487000,0,19,,0.19,
Apapa,Lagos,Nigeria,6.445187,3.3683732,conflict_zone,3,330100,1,32,21/01/2023,0.32,
Badagry,Lagos,Nigeria,6.4393223,2.9060324,conflict_zone,3,351900,0,35,23/09/2022,0.35,
Epe,Lagos,Nigeria,6.5858219,3.9753453,conflict_zone,4,269000,0,26,16/11/2022,0.26,
Eti-Osa,Lagos,Nigeria,6.4602312,3.5321809,town,0,420100,0,16,,0.16,
Ibeju/Lekki,Lagos,Nigeria,6.4711251,3.8147504,town,0,174400,0,6,,0.06,
Ifako-Ijaye,Lagos,Nigeria,6.6604933,3.3214708,town,0,633200,0,25,,0.25,
Ikeja,Lagos,Nigeria,6.5960605,3.340787,conflict_zone,10,470200,1,47,10/08/2022,0.47,
Ikorodu,Lagos,Nigeria,6.6191233,3.5041271,conflict_zone,12,781500,2,79,25/09/2022,0.79,
Kosofe,Lagos,Nigeria,6.581974,3.4148359,town,0,1010800,0,40,,0.4,
Lagos Island,Lagos,Nigeria,6.5148613,3.4908662,conflict_zone,3,314900,0,31,24/09/2022,0.31,
Lagos Mainland,Lagos,Nigeria,6.4932779,3.3883546,town,0,483600,0,18,,0.18,
Mushin,Lagos,Nigeria,6.5247655,3.3516348,conflict_zone,1,935400,0,94,04/10/2022,0.94,
Ojo,Lagos,Nigeria,6.4624974,3.1657099,conflict_zone,5,901800,1,91,03/08/2022,0.91,
Oshodi-Isolo,Lagos,Nigeria,6.5398493,3.312384,town,0,931300,0,37,,0.37,
Shomolu,Lagos,Nigeria,6.5335645,3.3841634,town,0,597400,0,23,,0.23,
Surulere,Lagos,Nigeria,6.4855737,3.3539907,conflict_zone,5,744400,1,75,28/08/2022,0.75,
Akwanga,Nasarawa,Nigeria,9.0152703,8.3406254,conflict_zone,6,172800,0,244,23/09/2022,0.16,
Awe,Nasarawa,Nigeria,8.2167306,9.1609237,conflict_zone,1,174600,2,918,06/10/2022,0.17,
Doma,Nasarawa,Nigeria,8.1599335,8.3372935,conflict_zone,3,214600,1,4169,21/09/2022,0.21,
Karu,Nasarawa,Nigeria,8.995008,7.7512256,conflict_zone,4,333800,38,2054,24/03/2023,0.33,
Keana,Nasarawa,Nigeria,8.1726904,8.7560264,conflict_zone,2,126300,10,371,08/10/2022,0.12,
Keffi,Nasarawa,Nigeria,8.8453176,7.876834,conflict_zone,3,142900,5,109,22/05/2023,0.13,
Kokona,Nasarawa,Nigeria,8.8461237,8.0833607,town,0,167600,0,401,,0.06,
Lafia,Nasarawa,Nigeria,8.4960459,8.5147636,conflict_zone,1,509300,0,1165,02/01/2023,0.51,
Nasarawa-Eggon,Nasarawa,Nigeria,8.74947,8.44035,town,0,229100,0,243,,0.08,
Toto,Nasarawa,Nigeria,8.2616496,7.1971572,conflict_zone,3,183800,3,293,08/05/2023,0.18,
Wamba,Nasarawa,Nigeria,9.0034175,8.7170567,conflict_zone,1,112200,0,234,07/04/2023,0.1,
Agaie,Niger,Nigeria,8.9354301,6.4320188,conflict_zone,1,226600,0,22,03/06/2023,0.22,
Agwara,Niger,Nigeria,10.7453014,4.5394175,town,0,98400,0,3,,0.03,
Bida,Niger,Nigeria,9.083333,6.016667,town,0,318300,0,12,,0.12,
Borgu,Niger,Nigeria,10.1967653,4.0920206,town,0,296500,0,11,,0.11,
Bosso,Niger,Nigeria,9.6009082,6.3466716,town,0,254100,0,9,,0.09,
Chanchaga,Niger,Nigeria,9.6194134,6.5496471,town,0,346700,0,13,,0.13,
Edati,Niger,Nigeria,8.9633375,5.9997548,town,0,274100,0,10,,0.1,
Gbako,Niger,Nigeria,9.2790366,5.9973716,town,0,217600,0,8,,0.08,
Gurara,Niger,Nigeria,9.3250486,7.0316675,town,0,155900,0,5,,0.05,
Katcha,Niger,Nigeria,8.7617343,6.311747,town,0,207400,0,7,,0.07,
Kontagora,Niger,Nigeria,10.399893,5.4694905,conflict_zone,1,260700,1,25,30/01/2023,0.25,
Lapai,Niger,Nigeria,8.781127,6.6753811,conflict_zone,5,200700,5,19,18/09/2022,0.19,
Lavun,Niger,Nigeria,9.3823776,5.6366923,town,0,359800,0,13,,0.13,
Magama,Niger,Nigeria,10.2990765,5.0610888,town,0,311300,0,11,,0.11,
Mariga,Niger,Nigeria,10.6073683,5.8670483,conflict_zone,4,342400,35,34,27/09/2022,0.34,
Mashegu,Niger,Nigeria,9.8155045,5.2392304,conflict_zone,6,369100,59,37,15/12/2022,0.37,
Mokwa,Niger,Nigeria,9.1218968,5.3232819,conflict_zone,2,416600,0,41,16/12/2022,0.41,
Muya,Niger,Nigeria,10.749001,7.115305,town,0,177500,0,6,,0.06,
Paikoro,Niger,Nigeria,9.4930391,6.8376786,town,0,271300,0,10,,0.1,
Rafi,Niger,Nigeria,10.2138948,6.2071102,town,0,319200,0,12,,0.12,
Rijau,Niger,Nigeria,11.0430889,5.2174572,town,0,302200,0,11,,0.11,
Shiroro,Niger,Nigeria,10.0841804,6.7189286,conflict_zone,7,404200,54,40,08/09/2022,0.4,
Suleja,Niger,Nigeria,9.2081656,7.1871897,conflict_zone,5,368900,1,36,13/08/2022,0.36,
Tafa,Niger,Nigeria,9.2379532,7.2587751,town,0,143900,0,5,,0.05,
